Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-50161,'medulloblastoma' vs 'normal',1.7,0.000583166705825715,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-22385,'expression of dominant negative transgene of IRE1alpha' vs 'control',1.7,0.000857712083311581,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6287,'MATR3 knockdown by siRNA' vs 'scrambled siRNA',1.7,0.0010161171806745,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-40517,'Elk1 siRNA knockdown' vs 'control',-1.7,0.00234381849149732,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-95132,'primary tumor' vs 'adjacent non-tumor colon' in 'colorectal cancer',-1.7,0.0301054454670137,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-48433,'A549; adenocarcinoma of lung; P01' vs 'A549; adenocarcinoma of lung; P0',-1.6,2.42635204533884e-7,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-49644,'TGFb-induced epithelial-mesenchymal transition' vs 'normal' in 'NCI-H358',-1.6,8.90019292814207e-7,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6204,'MATR3 knock down by siRNA' vs 'scrambled siRNA' in 'cytoplasmic RNA',1.6,0.0000569286480379979,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-50760,'colorectal cancer metastatic in the liver' vs 'normal',-1.6,0.000181958302129688,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-57463,'SOX9 overexpression' vs 'control',-1.6,0.000374133785134082,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-52194,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',-1.6,0.0320279591379689,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-10317,'lapatinib; 500 nanomolar' vs 'none' in 'PPARGC1A siRNA',-1.5,1.27924258883654e-37,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-18842,'non-small cell lung cancer' vs 'normal',-1.5,1.23841019786863e-12,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6204,'MATR3 knock down by siRNA' vs 'scrambled siRNA' in 'nuclear RNA',1.5,2.25503640478179e-12,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-43767,'lung adenocarcinoma' vs 'normal' in 'adult',-1.5,5.58495906026558e-9,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-28542,'10 nanomolar 17beta-estradiol and 7.5 micromolar CG-1521' vs 'vehicle' in 'SUM149PT',-1.5,0.00000132060336521606,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-5102,'154; 1 micromolar' vs 'DMSO',1.5,0.000001908995013333,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-8135,'neoplasm' vs 'normal tissue adjacent to neoplasm',-1.5,0.00000935225428009634,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-22139,'DAOY M14; MYC overexpression' vs 'DAOY; wild type',-1.5,0.0000570504046897339,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-48433,'SW-620; adenocarcinoma of colon; P04' vs 'SW-620; adenocarcinoma of colon; P0',-1.5,0.000412098532921924,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-39091,'MLN4924; 650 nanomolar' vs 'DMSO; 0.065 percent' in 'GL2',-1.5,0.00096876237501289,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-7515,'mammosphere cell' vs 'breast tumor cell',1.5,0.00110029250552239,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-28877,'MPS-1 shRNA' vs 'control shRNA',-1.5,0.00232352857210474,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-17636,'overexpressing NF-C2' vs 'wild type',-1.5,0.00245752228318763,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6087,'hypoxia' vs 'normoxia' in '93T449',-1.5,0.00468261449244568,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6087,'hypoxia' vs 'normoxia' in 'SW684',-1.5,0.0141111971306245,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-8701,'myxosarcoma' vs 'normal',-1.5,0.0443022883206076,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-7591,'SFRP2 overexpression' vs 'wild type' in 'U-2987',1.4,5.88259033165587e-69,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-10304,'lapatinib; 500 nanomolar; 1 day' vs 'dimethyl sulfoxide; 1 day',-1.4,5.23279394307333e-16,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-81089,'tumor tissue' vs 'non-malignant tissue',-1.4,4.86824465516227e-9,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MEXP-3911,'delta ex2/3p73 overexpression' vs 'empty vector',1.4,0.00000467477182557003,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-6400,'5 microgram per milliliter dose of actinomycin D' vs '5 percent dose of mannitol',-1.4,0.000210980871119409,
