Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-6907,'5400 micromolar n-nitrosodimethylamine' vs 'none',1.2,0.000338060480495236,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-60888,'MeWo; skin; PAEP siRNA' vs 'MeWo; skin; control',1.2,0.00245322624181157,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-22973,'phorbol 13-acetate 12-myristate; 1 micromolar' vs 'none' in 'AsPC-1',1.2,0.0239760113075219,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-54962,'50 uM Enterobactin' vs 'control',1.1,9.67449604418055e-9,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-40422,'HOXA1 expression' vs 'control',1.1,4.52808296287691e-7,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-30531,'MLN4924; 650 millimolar' at '8 hour' vs 'DMSO; ' at '8 hour',1.1,0.00000334943952211166,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-29137,'Numb6 overexpression' vs 'control' in 'MDAMB231',1.1,0.00000610167607977204,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-48433,'CCRF-CEM; acute lymphoblastic (T-ALL) leukemia; P10' vs 'CCRF-CEM; acute lymphoblastic (T-ALL) leukemia; P0',1.1,0.00000623817734983801,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-48433,'NCI-H460; large cell lung carcinoma; P04' vs 'NCI-H460; large cell lung carcinoma; P0',1.1,0.00000731308020017267,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-50161,'medulloblastoma' vs 'normal',1.1,0.0000085443154050047,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-45120,'epithelial-to-mesenchymal transition' vs 'normal',1.1,0.00000897545268128256,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-5917,'phorbol 13-acetate 12-myristate; 100 nanomolar; lipopolysaccharide and interferon gamma; 1 day' vs 'none; none; 0 day',1.1,0.000112225476845823,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-7354,'hypoxia' vs 'normoxia' at '7 day',1.1,0.000113858804803408,
