Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000127920	homo sapiens	E-GEOD-29137	'Numb5 overexpression' vs 'control' in 'MDAMB231'	-1.6	4.42008243053918e-7	
ENSG00000127920	homo sapiens	E-GEOD-30296	'stable expression of BRCA1' vs 'empty vector'	1.6	0.00000199352864211664	
ENSG00000127920	homo sapiens	E-GEOD-57116	'3 h DRB 8 min 4sU' vs 'untreated'	1.6	0.00000333460948941707	
ENSG00000127920	homo sapiens	E-GEOD-52989	'48 hour' vs '0 hour'	1.6	0.0000158236503662292	
ENSG00000127920	homo sapiens	E-GEOD-10696	'gefitinib resistant' vs 'gefitinib sensitive'	-1.6	0.000048030072317324	
ENSG00000127920	homo sapiens	E-GEOD-33294	'liver tumor' vs 'adjacent non-tumor tissue'	-1.6	0.000928045902340373	
ENSG00000127920	homo sapiens	E-MTAB-4771	'astrocyte overexpressing 4 genes' vs 'glioblastoma cell line'	-1.6	0.0325350937115816	
ENSG00000127920	homo sapiens	E-MTAB-11313	'ERO1 knockout' vs 'wild type genotype' in 'paclitaxel; 15 milligram per kilogram'	-1.5	1.75433239252336e-31	
ENSG00000127920	homo sapiens	E-GEOD-10780	'breast carcinoma' vs 'normal'	-1.5	2.00273690676954e-25	
ENSG00000127920	homo sapiens	E-MTAB-11313	'ERO1 knockout' vs 'wild type genotype' in 'ISRIB; 2.5 milligram per kilogram and paclitaxel; 15 milligram per kilogram'	-1.5	2.48059807806949e-24	
ENSG00000127920	homo sapiens	E-MTAB-6957	'non small cell lung carcinoma neoplasm' vs 'normal tissue adjacent to neoplasm'	-1.5	1.06686445096607e-8	
ENSG00000127920	homo sapiens	E-GEOD-33267	'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '54 hour'	-1.5	0.00000132135088648842	
ENSG00000127920	homo sapiens	E-GEOD-7835	'deferoxamine; 100 nanomolar echinomycin' vs 'deferoxamine; none'	1.5	0.00000139440454638228	
ENSG00000127920	homo sapiens	E-MTAB-3672	'OTX015; 500 nanomolar' vs 'dimethyl sulfoxide'	-1.5	0.00000367509035270735	
ENSG00000127920	homo sapiens	E-GEOD-52989	'24 hour' vs '0 hour'	1.5	0.00000838507614735005	
ENSG00000127920	homo sapiens	E-GEOD-33267	'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '60 hour'	-1.5	0.0000230809374470295	
ENSG00000127920	homo sapiens	E-GEOD-42407	'highly invasive' vs 'poorly invasive'	1.5	0.000112898257436966	
ENSG00000127920	homo sapiens	E-GEOD-22139	'DAOY M14; MYC overexpression' vs 'DAOY; vector control'	-1.5	0.000122248485907473	
ENSG00000127920	homo sapiens	E-GEOD-8961	'human metapneumovirus' at '72 hour' vs 'none' at '48 hour'	-1.5	0.00113065996342513	
ENSG00000127920	homo sapiens	E-GEOD-24283	'prostate adenocarcinoma' vs 'normal' in 'prostate'	-1.5	0.0386039575829174	
ENSG00000127920	homo sapiens	E-MTAB-11313	'ERO1 knockout' vs 'wild type genotype' in 'ISRIB (trans-isomer); 2.5 milligram per kilogram'	-1.4	5.065051136968e-20	
ENSG00000127920	homo sapiens	E-MTAB-6647	'hypoxia' vs 'normoxia' in 'MDAMB468; Plasmax media'	1.4	2.68399698873079e-18	
ENSG00000127920	homo sapiens	E-GEOD-53757	'tumor' vs 'normal' in 'stage 2'	1.4	4.06179854913797e-10	
ENSG00000127920	homo sapiens	E-GEOD-21750	'malignant mesothelioma; ERK2 knockdown' vs 'malignant mesothelioma; scrambled control'	1.4	0.00000486193691074473	
ENSG00000127920	homo sapiens	E-GEOD-48433	'A549; adenocarcinoma of lung; P04' vs 'A549; adenocarcinoma of lung; P0'	-1.4	0.000025314097223862	
ENSG00000127920	homo sapiens	E-GEOD-15641	'transitional cell carcinoma of kidney' vs 'normal'	-1.4	0.0000444483938789192	
ENSG00000127920	homo sapiens	E-GEOD-48433	'NCI-H460; large cell lung carcinoma; P04' vs 'NCI-H460; large cell lung carcinoma; P0'	-1.4	0.0000949014842673095	
ENSG00000127920	homo sapiens	E-GEOD-13309	'tobacco smoke condensate 3 microgram per milliliter' vs 'control' in 'Calu-6'	1.4	0.00043486679905338	
ENSG00000127920	homo sapiens	E-GEOD-22139	'DAOY M14; MYC overexpression' vs 'DAOY; wild type'	-1.4	0.000497233480021097	
